cycle,Heterozygosity
1,0.00051885
101,0.0394803
201,0.0630374
301,0.073335
401,0.0801279
501,0.0864632
601,0.0870728
701,0.0893543
801,0.0899396
901,0.0899707
1001,0.0909563
1101,0.0897773
1201,0.0897359
1301,0.0910563
1401,0.0905847
1501,0.089262
1601,0.0916465
1701,0.0906457
1801,0.0908297
