cycle,Heterozygosity
1,0.00499083
101,0.38834
201,0.607919
301,0.736806
401,0.809408
501,0.85102
601,0.87539
701,0.890341
801,0.898841
901,0.903061
1001,0.905269
1101,0.907161
1201,0.907582
1301,0.907553
1401,0.906786
1501,0.90899
1601,0.909197
1701,0.907606
1801,0.908618
1901,0.908594
2001,0.907821
