cycle,Heterozygosity
12101,0.0440725
12201,0.0443331
12301,0.0445823
12401,0.0448481
12501,0.0451908
12601,0.0454373
12701,0.0456825
12801,0.0459316
12901,0.0461169
13001,0.0463513
13101,0.0466023
13201,0.0467895
13301,0.047123
13401,0.0473388
13501,0.0476009
13601,0.0477567
13701,0.0479702
13801,0.0481318
13901,0.0484017
14001,0.0486829
14101,0.0489897
14201,0.0492162
14301,0.0494811
14401,0.0496857
14501,0.0499424
14601,0.0500676
14701,0.0503264
14801,0.0506037
14901,0.0508018
15001,0.0510626
15101,0.051268
15201,0.0515528
15301,0.0516758
15401,0.0519725
15501,0.0522322
15601,0.052463
15701,0.0526733
15801,0.0528732
15901,0.0530991
16001,0.0533033
16101,0.0534074
16201,0.0535686
16301,0.0537647
16401,0.0539946
16501,0.0543927
16601,0.0546408
16701,0.0548279
16801,0.0549299
16901,0.0550698
17001,0.0552573
17101,0.0554572
17201,0.0556748
17301,0.0558334
17401,0.056001
17501,0.056097
17601,0.0563409
17701,0.0566335
17801,0.0568328
17901,0.0570303
18001,0.0572825
18101,0.0575259
18201,0.0577421
18301,0.0580553
18401,0.0582147
18501,0.058302
18601,0.0585408
18701,0.0588863
18801,0.0591316
18901,0.0593086
19001,0.0594796
19101,0.0596014
19201,0.0597658
19301,0.0597783
19401,0.0599317
19501,0.0600999
19601,0.060273
19701,0.0602801
19801,0.060446
19901,0.0605739
20001,0.0607699
20101,0.0609302
20201,0.0611543
20301,0.0611521
20401,0.061249
20501,0.0614004
20601,0.0615618
20701,0.0615993
20801,0.0616775
20901,0.0617852
21001,0.0619677
21101,0.0621241
21201,0.0622416
21301,0.0623811
21401,0.0625074
21501,0.0626155
21601,0.0627918
21701,0.0628697
21801,0.0631017
21901,0.0632419
22001,0.063315
22101,0.0634787
22201,0.0637533
22301,0.0638543
22401,0.0640345
22501,0.0642041
22601,0.0643249
22701,0.0645929
22801,0.0648193
22901,0.0648296
23001,0.0649189
23101,0.0650677
23201,0.0651233
23301,0.0652315
23401,0.065382
23501,0.0655006
23601,0.0656088
23701,0.0658363
23801,0.0659122
23901,0.0660222
24001,0.0661646
24101,0.0662576
24201,0.0664536
24301,0.0665508
24401,0.0666622
24501,0.0667602
24601,0.0670102
24701,0.0670975
24801,0.0672291
24901,0.0673868
25001,0.0675271
25101,0.0677189
25201,0.0678427
25301,0.0680695
25401,0.0682496
25501,0.0684276
25601,0.0686581
25701,0.0685811
25801,0.0687891
25901,0.0688382
26001,0.0689886
26101,0.0690094
26201,0.0691226
26301,0.0692801
26401,0.0694425
26501,0.0696649
26601,0.0698741
26701,0.0700491
26801,0.0701759
26901,0.0702362
27001,0.0703277
27101,0.0705147
27201,0.070697
27301,0.0707186
27401,0.0708379
27501,0.0708946
27601,0.0709694
27701,0.0710168
27801,0.0710506
27901,0.0711842
28001,0.0714036
28101,0.0714639
28201,0.0715806
28301,0.0716356
28401,0.0718629
28501,0.0719308
28601,0.0719111
28701,0.0719107
28801,0.0719609
28901,0.0720449
29001,0.072253
29101,0.072261
29201,0.0722899
29301,0.0724018
29401,0.0725436
29501,0.0725385
29601,0.0727061
29701,0.0727735
29801,0.0727652
29901,0.072863
30001,0.0729532
30101,0.0729688
30201,0.0730946
30301,0.0732592
30401,0.0733328
30501,0.0735368
30601,0.073666
30701,0.0738006
30801,0.0739258
30901,0.0739408
31001,0.074047
31101,0.0741094
31201,0.0742711
31301,0.0743197
31401,0.0743492
31501,0.0744429
31601,0.0745039
31701,0.0745839
31801,0.0746219
31901,0.0747222
32001,0.0747633
32101,0.0748299
32201,0.0749082
32301,0.0750121
32401,0.0751292
32501,0.0752013
32601,0.0752393
32701,0.0754074
32801,0.0755655
32901,0.0756051
33001,0.0756787
33101,0.0758851
33201,0.07597
33301,0.076043
33401,0.0760716
33501,0.076148
33601,0.0761705
33701,0.0761433
33801,0.0762641
33901,0.0762561
34001,0.0763121
34101,0.0763888
34201,0.0765097
34301,0.0766122
34401,0.0766645
34501,0.0768084
34601,0.076947
34701,0.0768621
34801,0.0770022
34901,0.0771856
35001,0.0772581
35101,0.0773721
35201,0.0774012
35301,0.0774856
35401,0.0775219
35501,0.0775195
35601,0.077567
35701,0.0776124
35801,0.0777073
35901,0.0777656
36001,0.0778738
36101,0.0779191
36201,0.0780532
36301,0.0782072
36401,0.078204
36501,0.0784143
36601,0.0783917
36701,0.0784713
36801,0.0784751
36901,0.0786599
37001,0.0786984
37101,0.0787148
37201,0.0788175
37301,0.0789309
37401,0.0791365
37501,0.0791416
37601,0.0789754
37701,0.0791504
37801,0.0792809
37901,0.0794081
38001,0.079613
38101,0.079754
38201,0.0799207
38301,0.0799208
38401,0.0800959
38501,0.0801434
38601,0.0802899
38701,0.0802634
38801,0.0803449
38901,0.0804224
39001,0.0804842
39101,0.0805202
39201,0.0805224
39301,0.0806636
39401,0.0805302
39501,0.0806022
39601,0.0807213
39701,0.0807888
39801,0.0808502
39901,0.0809086
40001,0.0811019
40101,0.0811023
40201,0.0811831
40301,0.0812954
40401,0.0812995
40501,0.0812749
40601,0.0813033
40701,0.0812997
40801,0.0813231
40901,0.081359
41001,0.0814034
41101,0.0813528
41201,0.0813528
41301,0.0813324
41401,0.0814351
41501,0.0814083
41601,0.0815296
41701,0.0815637
41801,0.0816093
41901,0.0816089
42001,0.0816458
42101,0.0816104
42201,0.0817801
42301,0.0818596
42401,0.0820113
42501,0.0820715
42601,0.0820729
42701,0.0822046
42801,0.0821805
42901,0.082171
43001,0.0822627
43101,0.0824141
43201,0.0825465
43301,0.0825562
43401,0.0826158
43501,0.082651
43601,0.0826265
43701,0.0826033
43801,0.0826066
43901,0.0825921
44001,0.0826613
44101,0.082616
44201,0.0826486
44301,0.0826717
44401,0.0826867
44501,0.0827202
44601,0.0825877
44701,0.0825488
44801,0.0826583
44901,0.0827869
45001,0.0828421
45101,0.0827915
45201,0.0830003
45301,0.0828946
45401,0.0829805
45501,0.0830728
45601,0.0831206
45701,0.0831841
45801,0.0832815
45901,0.0834629
46001,0.0836103
46101,0.0836884
46201,0.083604
46301,0.0835507
46401,0.0836871
46501,0.083711
46601,0.0838146
46701,0.0837562
46801,0.083755
46901,0.0837043
47001,0.0836519
47101,0.0836845
47201,0.0837555
47301,0.0836505
47401,0.0837385
47501,0.0838456
47601,0.0839718
47701,0.0839232
47801,0.0837757
47901,0.0837541
48001,0.0838178
48101,0.0837888
48201,0.0837765
48301,0.0838429
48401,0.0837837
48501,0.0837542
48601,0.083772
48701,0.0836229
48801,0.0836703
48901,0.0836562
49001,0.0836004
49101,0.0836689
49201,0.083698
49301,0.0836474
49401,0.0836952
49501,0.0837135
49601,0.0837675
49701,0.0838487
49801,0.0839277
49901,0.0839687
50001,0.0840394
50101,0.0840197
50201,0.0841149
50301,0.084201
50401,0.0842668
50501,0.0843876
50601,0.0845152
50701,0.0844214
50801,0.084466
50901,0.0845707
51001,0.0846292
51101,0.0846862
51201,0.0847113
51301,0.0848451
51401,0.0848657
51501,0.0849651
51601,0.0849543
51701,0.0850156
51801,0.0850338
51901,0.0850081
52001,0.0850356
52101,0.0850595
52201,0.0851049
52301,0.0851522
52401,0.0850776
52501,0.0850531
52601,0.0850328
52701,0.0850139
52801,0.0850426
52901,0.084996
53001,0.0849947
53101,0.0849527
53201,0.0850147
53301,0.0850881
53401,0.0850911
53501,0.085076
53601,0.0852509
53701,0.0852445
53801,0.0852998
53901,0.0853578
54001,0.0853786
54101,0.0853775
54201,0.0855499
54301,0.0855908
54401,0.0857402
54501,0.0857616
54601,0.0857547
54701,0.0857652
54801,0.0857238
54901,0.0859063
55001,0.0858897
55101,0.0859293
55201,0.0859357
55301,0.0859487
55401,0.0859277
55501,0.0859107
55601,0.0859984
55701,0.0859572
55801,0.0857896
55901,0.0858846
56001,0.0859146
56101,0.0860361
56201,0.0859283
56301,0.0859963
56401,0.0859905
56501,0.0859612
