cycle,Heterozygosity
1,0.000493279
101,0.0391842
201,0.0616505
301,0.0738318
401,0.0815601
501,0.0840811
601,0.0873172
701,0.0864301
801,0.0902501
901,0.0899449
1001,0.0886269
1101,0.0890026
1201,0.0911354
1301,0.0912761
1401,0.0901867
1501,0.0904616
1601,0.089764
1701,0.0905998
1801,0.0906901
1901,0.0921093
