cycle,Heterozygosity
1,0.00499513
101,0.388406
201,0.607714
301,0.736609
401,0.810313
501,0.852961
601,0.876085
701,0.888814
801,0.897143
901,0.902537
1001,0.903936
1101,0.904814
1201,0.90635
1301,0.906753
1401,0.906919
1501,0.908689
1601,0.909477
1701,0.908753
1801,0.908494
1901,0.906293
2001,0.908116
2101,0.911387
2201,0.909214
2301,0.90575
