cycle,Heterozygosity
1,5.10349e-05
1001,0.048179
2001,0.0940174
3001,0.135824
4001,0.174811
5001,0.210107
6001,0.242745
7001,0.274632
8001,0.304577
9001,0.332203
10001,0.358572
11001,0.384001
12001,0.40666
13001,0.427889
14001,0.448817
